latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-36.219,-66.762,343.4,1,1,2020-09-16,1435,Terra,MODIS,92,6.0NRT,301.8,45.5,D
-36.733,-61.45,307.1,1.9,1.3,2020-09-16,1435,Terra,MODIS,50,6.0NRT,293.8,10.9,D
-36.651,-59.408,311.4,2.6,1.5,2020-09-16,1435,Terra,MODIS,66,6.0NRT,293.4,30.4,D
-36.649,-59.437,305.8,2.5,1.5,2020-09-16,1435,Terra,MODIS,49,6.0NRT,293.4,15.1,D
-36.406,-59.341,305.8,2.6,1.5,2020-09-16,1435,Terra,MODIS,52,6.0NRT,294.4,14.4,D
-36.045,-60.412,309.4,2.2,1.4,2020-09-16,1435,Terra,MODIS,59,6.0NRT,295.5,14.4,D
-36.048,-60.405,312.9,2.2,1.4,2020-09-16,1435,Terra,MODIS,69,6.0NRT,296.6,23.8,D
-36.092,-59.681,307.7,2.4,1.5,2020-09-16,1435,Terra,MODIS,58,6.0NRT,296.2,13.7,D
-36.078,-59.68,308.7,2.4,1.5,2020-09-16,1435,Terra,MODIS,61,6.0NRT,295.8,16.6,D
-34.991,-61.32,308,1.9,1.3,2020-09-16,1435,Terra,MODIS,61,6.0NRT,294.7,10.7,D
-34.425,-60.845,309.4,2,1.4,2020-09-16,1435,Terra,MODIS,57,6.0NRT,297.3,13.5,D
-33.324,-68.046,354.6,1,1,2020-09-16,1435,Terra,MODIS,97,6.0NRT,304.3,64.2,D
-33.322,-68.057,360.9,1,1,2020-09-16,1435,Terra,MODIS,100,6.0NRT,304.6,80.3,D
-33.315,-68.045,321,1,1,2020-09-16,1435,Terra,MODIS,72,6.0NRT,301.7,10.7,D
-33.313,-68.055,322.8,1,1,2020-09-16,1435,Terra,MODIS,75,6.0NRT,300,12.8,D
-33.843,-62.974,316.1,1.4,1.2,2020-09-16,1435,Terra,MODIS,60,6.0NRT,303,11.1,D
-34.006,-58.789,312.8,2.6,1.6,2020-09-16,1435,Terra,MODIS,42,6.0NRT,293.1,33.7,D
-39.804,-64.616,306,1.4,1.2,2020-09-16,1440,Terra,MODIS,49,6.0NRT,293.1,6.6,D
-39.274,-65.737,329.2,1.2,1.1,2020-09-16,1440,Terra,MODIS,85,6.0NRT,293.2,34,D
-28.998,-60.633,322.1,3.2,1.7,2020-09-16,1715,Aqua,MODIS,75,6.0NRT,300.4,69.2,D
-29.034,-61.213,333,3.5,1.8,2020-09-16,1715,Aqua,MODIS,85,6.0NRT,301.1,157.4,D
-28.996,-60.661,313.8,3.2,1.7,2020-09-16,1715,Aqua,MODIS,61,6.0NRT,300.5,29.8,D
-28.994,-60.629,319.5,3.2,1.7,2020-09-16,1715,Aqua,MODIS,72,6.0NRT,300.5,55.9,D
-29.208,-60.837,314.6,3.3,1.7,2020-09-16,1715,Aqua,MODIS,65,6.0NRT,297.2,50.1,D
-29.203,-60.834,312.7,3.3,1.7,2020-09-16,1715,Aqua,MODIS,61,6.0NRT,297.2,41.6,D
-29.236,-60.241,311.7,3,1.6,2020-09-16,1715,Aqua,MODIS,58,6.0NRT,298.1,29.6,D
-29.171,-59.133,314.5,2.5,1.5,2020-09-16,1715,Aqua,MODIS,65,6.0NRT,294.5,34.9,D
-29.37,-61.021,315.2,3.4,1.7,2020-09-16,1715,Aqua,MODIS,67,6.0NRT,299.8,51.2,D
-29.367,-60.985,310.4,3.4,1.7,2020-09-16,1715,Aqua,MODIS,54,6.0NRT,298.1,29.9,D
-29.365,-60.743,315.4,3.2,1.7,2020-09-16,1715,Aqua,MODIS,67,6.0NRT,299.5,48.6,D
-29.363,-61.017,321.7,3.4,1.7,2020-09-16,1715,Aqua,MODIS,76,6.0NRT,299.6,82.7,D
-29.36,-60.739,314.4,3.2,1.7,2020-09-16,1715,Aqua,MODIS,65,6.0NRT,298.7,43.8,D
-29.465,-61.337,314.9,3.6,1.8,2020-09-16,1715,Aqua,MODIS,66,6.0NRT,299.8,49.5,D
-29.473,-61.329,316.8,3.6,1.8,2020-09-16,1715,Aqua,MODIS,70,6.0NRT,300,57.4,D
-29.583,-59.73,319,2.8,1.6,2020-09-16,1715,Aqua,MODIS,54,6.0NRT,300.7,43.5,D
-29.68,-61.263,314.7,3.6,1.8,2020-09-16,1715,Aqua,MODIS,67,6.0NRT,299.2,48.7,D
-29.586,-59.723,328.9,2.8,1.6,2020-09-16,1715,Aqua,MODIS,83,6.0NRT,300.8,92.7,D
-29.583,-59.694,323.4,2.8,1.6,2020-09-16,1715,Aqua,MODIS,78,6.0NRT,300.2,63.4,D
-29.768,-61.368,311.6,3.6,1.8,2020-09-16,1715,Aqua,MODIS,59,6.0NRT,299.9,32.1,D
-29.9,-62.569,323.1,4.4,1.9,2020-09-16,1715,Aqua,MODIS,68,6.0NRT,302.1,105.8,D
-29.9,-62.562,321.9,4.4,1.9,2020-09-16,1715,Aqua,MODIS,49,6.0NRT,302.2,83.8,D
-29.906,-61.011,326.5,3.4,1.7,2020-09-16,1715,Aqua,MODIS,77,6.0NRT,299.4,123.9,D
-29.904,-60.975,313.5,3.4,1.7,2020-09-16,1715,Aqua,MODIS,62,6.0NRT,298,50.1,D
-30.006,-59.745,311.9,2.8,1.6,2020-09-16,1715,Aqua,MODIS,63,6.0NRT,299.8,25.2,D
-30.006,-59.74,313.4,2.8,1.6,2020-09-16,1715,Aqua,MODIS,58,6.0NRT,299.7,30.9,D
-29.955,-59.069,306,2.5,1.5,2020-09-16,1715,Aqua,MODIS,27,6.0NRT,295.4,13.8,D
-30.621,-60.175,313.4,3.1,1.7,2020-09-16,1715,Aqua,MODIS,67,6.0NRT,300,41.5,D
-30.687,-59.844,322.6,2.9,1.6,2020-09-16,1715,Aqua,MODIS,74,6.0NRT,300.4,65.7,D
-30.702,-59.842,316.5,2.9,1.6,2020-09-16,1715,Aqua,MODIS,51,6.0NRT,300.6,37.2,D
-31.449,-60.244,318.5,3.2,1.7,2020-09-16,1715,Aqua,MODIS,0,6.0NRT,302.9,61,D
-31.446,-60.21,312.8,3.1,1.7,2020-09-16,1715,Aqua,MODIS,0,6.0NRT,299.9,38.3,D
-31.52,-60.375,312.2,3.2,1.7,2020-09-16,1715,Aqua,MODIS,0,6.0NRT,300.6,26.1,D
-31.576,-60.393,321.9,3.2,1.7,2020-09-16,1715,Aqua,MODIS,0,6.0NRT,300.3,67.3,D
-31.658,-60.456,316.5,3.3,1.7,2020-09-16,1715,Aqua,MODIS,0,6.0NRT,301.4,38.7,D
-32.427,-60.784,322.7,3.5,1.8,2020-09-16,1715,Aqua,MODIS,0,6.0NRT,295.2,99.4,D
-32.495,-60.699,315.5,3.5,1.8,2020-09-16,1715,Aqua,MODIS,52,6.0NRT,301.7,48.1,D
-32.511,-60.698,332.9,3.5,1.8,2020-09-16,1715,Aqua,MODIS,65,6.0NRT,302.1,153.2,D
-32.504,-60.69,329.8,3.5,1.8,2020-09-16,1715,Aqua,MODIS,79,6.0NRT,301,132.8,D
-32.52,-60.689,315.2,3.5,1.8,2020-09-16,1715,Aqua,MODIS,25,6.0NRT,301.2,43,D
-33.316,-60.061,324.2,3.2,1.7,2020-09-16,1715,Aqua,MODIS,60,6.0NRT,303,74.8,D
-33.315,-59.586,338.5,3,1.6,2020-09-16,1715,Aqua,MODIS,68,6.0NRT,308.2,161.1,D
-33.33,-59.584,347.9,3,1.6,2020-09-16,1715,Aqua,MODIS,82,6.0NRT,306.2,242.2,D
-33.314,-59.579,322.5,3,1.6,2020-09-16,1715,Aqua,MODIS,44,6.0NRT,308.3,55.3,D
-33.329,-59.577,341.7,3,1.6,2020-09-16,1715,Aqua,MODIS,66,6.0NRT,306.6,178,D
-33.381,-60.155,308.6,3.3,1.7,2020-09-16,1715,Aqua,MODIS,21,6.0NRT,295.9,17.2,D
-28.382,-61.001,312.7,3.3,1.7,2020-09-16,1715,Aqua,MODIS,49,6.0NRT,300.9,28.4,D
-28.481,-62.673,314.4,4.3,1.9,2020-09-16,1715,Aqua,MODIS,60,6.0NRT,300.4,59,D
-28.264,-59.888,328.8,2.8,1.6,2020-09-16,1715,Aqua,MODIS,73,6.0NRT,296.3,82.3,D
-28.42,-61.999,334.9,3.9,1.8,2020-09-16,1715,Aqua,MODIS,86,6.0NRT,298.6,218,D
-28.423,-62.039,344.3,3.9,1.8,2020-09-16,1715,Aqua,MODIS,92,6.0NRT,300.3,330.7,D
-28.285,-60.742,321.7,3.2,1.7,2020-09-16,1715,Aqua,MODIS,61,6.0NRT,300.3,56.4,D
-28.296,-60.907,317.1,3.2,1.7,2020-09-16,1715,Aqua,MODIS,58,6.0NRT,300.4,45.8,D
-28.416,-62.004,336.7,3.9,1.8,2020-09-16,1715,Aqua,MODIS,88,6.0NRT,298.5,234.7,D
-28.419,-62.044,331.5,3.9,1.8,2020-09-16,1715,Aqua,MODIS,84,6.0NRT,299.1,183.4,D
-28.233,-59.896,316.7,2.8,1.6,2020-09-16,1715,Aqua,MODIS,14,6.0NRT,292.9,33.3,D
-28.288,-60.746,318.5,3.2,1.7,2020-09-16,1715,Aqua,MODIS,57,6.0NRT,300.3,42.5,D
-28.273,-60.748,318.2,3.2,1.7,2020-09-16,1715,Aqua,MODIS,58,6.0NRT,298.7,42.9,D
-28.346,-62.778,321.8,4.4,1.9,2020-09-16,1715,Aqua,MODIS,74,6.0NRT,301.3,115,D
-28.345,-62.785,320.9,4.4,1.9,2020-09-16,1715,Aqua,MODIS,73,6.0NRT,301,107.4,D
-28.18,-61.347,314.9,3.5,1.8,2020-09-16,1715,Aqua,MODIS,61,6.0NRT,299.7,46.3,D
-28.216,-61.869,342,3.8,1.8,2020-09-16,1715,Aqua,MODIS,91,6.0NRT,302.2,269.8,D
-28.106,-60.545,312.9,3,1.7,2020-09-16,1715,Aqua,MODIS,49,6.0NRT,299,22.4,D
-28.18,-61.833,313.9,3.8,1.8,2020-09-16,1715,Aqua,MODIS,57,6.0NRT,301.9,30.3,D
-28.188,-61.35,313.6,3.5,1.8,2020-09-16,1715,Aqua,MODIS,46,6.0NRT,299.9,36.4,D
-28.227,-61.872,330.5,3.8,1.8,2020-09-16,1715,Aqua,MODIS,83,6.0NRT,301.9,150.5,D
-28.211,-61.873,316.2,3.8,1.8,2020-09-16,1715,Aqua,MODIS,52,6.0NRT,301.4,42.1,D
-28.175,-61.837,315.7,3.8,1.8,2020-09-16,1715,Aqua,MODIS,63,6.0NRT,302.2,38.9,D
-28.03,-61.153,317.2,3.4,1.7,2020-09-16,1715,Aqua,MODIS,62,6.0NRT,300.6,43.3,D
-28.032,-61.187,315.7,3.4,1.7,2020-09-16,1715,Aqua,MODIS,47,6.0NRT,300.3,36,D
-28.035,-61.159,320.8,3.4,1.7,2020-09-16,1715,Aqua,MODIS,73,6.0NRT,300.2,67.7,D
-27.991,-60.793,314.6,3.2,1.7,2020-09-16,1715,Aqua,MODIS,50,6.0NRT,298.5,27.4,D
-27.717,-62.431,325.4,4.1,1.9,2020-09-16,1715,Aqua,MODIS,78,6.0NRT,304.2,117.9,D
-27.715,-62.435,326.2,4.1,1.9,2020-09-16,1715,Aqua,MODIS,79,6.0NRT,304,124.7,D
-27.175,-59.075,317.7,2.3,1.5,2020-09-16,1715,Aqua,MODIS,58,6.0NRT,294.8,32.5,D
-27.178,-59.099,323.2,2.3,1.5,2020-09-16,1715,Aqua,MODIS,76,6.0NRT,297.2,50.9,D
-27.205,-59.418,322.8,2.5,1.5,2020-09-16,1715,Aqua,MODIS,75,6.0NRT,297,55,D
-27.164,-59.101,317.5,2.3,1.5,2020-09-16,1715,Aqua,MODIS,34,6.0NRT,296.5,30.6,D
-27.417,-62.727,319.7,4.3,1.9,2020-09-16,1715,Aqua,MODIS,57,6.0NRT,305.1,78.7,D
-27.21,-59.399,316.9,2.5,1.5,2020-09-16,1715,Aqua,MODIS,55,6.0NRT,295.3,29.4,D
-27.212,-59.424,318.3,2.5,1.5,2020-09-16,1715,Aqua,MODIS,60,6.0NRT,296.9,34.9,D
-27.167,-59.083,330.4,2.3,1.5,2020-09-16,1715,Aqua,MODIS,83,6.0NRT,294.3,78.7,D
-27.169,-59.107,319.6,2.3,1.5,2020-09-16,1715,Aqua,MODIS,43,6.0NRT,297.3,36.7,D
-27.415,-62.735,318.9,4.3,1.9,2020-09-16,1715,Aqua,MODIS,64,6.0NRT,304.8,75.4,D
-27.064,-61.445,321.7,3.4,1.7,2020-09-16,1715,Aqua,MODIS,75,6.0NRT,299.5,67.1,D
-27.071,-61.449,319.5,3.4,1.7,2020-09-16,1715,Aqua,MODIS,72,6.0NRT,299.8,56.3,D
-26.79,-59.674,362.1,2.5,1.5,2020-09-16,1715,Aqua,MODIS,100,6.0NRT,297.3,335.7,D
-26.785,-59.679,334.6,2.5,1.5,2020-09-16,1715,Aqua,MODIS,77,6.0NRT,295.5,112.5,D
-26.323,-59.805,319.5,2.6,1.5,2020-09-16,1715,Aqua,MODIS,71,6.0NRT,296.2,47.1,D
-26.318,-59.812,318,2.6,1.5,2020-09-16,1715,Aqua,MODIS,35,6.0NRT,296.2,40.3,D
-26.306,-61.888,318.3,3.6,1.8,2020-09-16,1715,Aqua,MODIS,69,6.0NRT,301.6,47.6,D
-26.309,-61.924,317,3.6,1.8,2020-09-16,1715,Aqua,MODIS,62,6.0NRT,301.7,40.1,D
-26.315,-61.894,323.4,3.6,1.8,2020-09-16,1715,Aqua,MODIS,76,6.0NRT,303.3,78.7,D
-26.122,-60.837,313,3,1.7,2020-09-16,1715,Aqua,MODIS,27,6.0NRT,295.8,24.2,D
-24.989,-63.257,334.8,4.4,1.9,2020-09-16,1715,Aqua,MODIS,86,6.0NRT,305.5,216.6,D
-24.988,-63.265,335.5,4.4,1.9,2020-09-16,1715,Aqua,MODIS,87,6.0NRT,305.8,224.9,D
-29.026,-61.218,326.6,3.5,1.8,2020-09-16,1715,Aqua,MODIS,80,6.0NRT,300,106.5,D
-28.53,-62.313,313.8,4.1,1.9,2020-09-16,1715,Aqua,MODIS,59,6.0NRT,300.5,50,D
-29.042,-61.217,313,3.5,1.8,2020-09-16,1715,Aqua,MODIS,36,6.0NRT,300.8,29.7,D
-28.857,-61.24,313.5,3.5,1.8,2020-09-16,1715,Aqua,MODIS,43,6.0NRT,301,28.5,D
-28.859,-61.276,338.1,3.5,1.8,2020-09-16,1715,Aqua,MODIS,89,6.0NRT,300.2,205.4,D
-28.864,-61.244,322.3,3.5,1.8,2020-09-16,1715,Aqua,MODIS,75,6.0NRT,302,79.6,D
-28.867,-61.28,338.2,3.5,1.8,2020-09-16,1715,Aqua,MODIS,89,6.0NRT,301.5,208,D
-28.648,-59.79,322.7,2.7,1.6,2020-09-16,1715,Aqua,MODIS,75,6.0NRT,297.1,60.9,D
-28.699,-60.478,328,3.1,1.7,2020-09-16,1715,Aqua,MODIS,81,6.0NRT,305.8,80.1,D
-28.643,-59.769,310.7,2.7,1.6,2020-09-16,1715,Aqua,MODIS,37,6.0NRT,295.8,16.4,D
-28.405,-61.102,316,3.4,1.7,2020-09-16,1715,Aqua,MODIS,64,6.0NRT,300,44.4,D
-28.645,-59.797,318,2.7,1.6,2020-09-16,1715,Aqua,MODIS,69,6.0NRT,297.1,43.7,D
-28.701,-60.485,319.6,3.1,1.7,2020-09-16,1715,Aqua,MODIS,71,6.0NRT,305.2,39.3,D
-28.683,-60.455,327.5,3,1.7,2020-09-16,1715,Aqua,MODIS,80,6.0NRT,303.6,79.3,D
-28.686,-60.486,331.9,3.1,1.7,2020-09-16,1715,Aqua,MODIS,84,6.0NRT,302.2,107.8,D
-28.698,-60.846,315.3,3.2,1.7,2020-09-16,1715,Aqua,MODIS,56,6.0NRT,302.6,29.4,D
-28.7,-60.88,330,3.3,1.7,2020-09-16,1715,Aqua,MODIS,72,6.0NRT,303.7,116.3,D
-28.705,-61.411,322.7,3.6,1.8,2020-09-16,1715,Aqua,MODIS,75,6.0NRT,299.6,85.7,D
-28.708,-61.448,331.9,3.6,1.8,2020-09-16,1715,Aqua,MODIS,84,6.0NRT,300.5,155,D
-28.689,-61.413,314.8,3.6,1.8,2020-09-16,1715,Aqua,MODIS,29,6.0NRT,300,41,D
-28.692,-61.45,316.9,3.6,1.8,2020-09-16,1715,Aqua,MODIS,52,6.0NRT,299,52.2,D
-28.687,-60.852,316.2,3.2,1.7,2020-09-16,1715,Aqua,MODIS,25,6.0NRT,301.5,31.7,D
-28.714,-61.415,316.1,3.6,1.8,2020-09-16,1715,Aqua,MODIS,65,6.0NRT,299.1,51.9,D
-28.717,-61.452,321.1,3.6,1.8,2020-09-16,1715,Aqua,MODIS,73,6.0NRT,299.8,80.8,D
-28.698,-61.416,328.6,3.6,1.8,2020-09-16,1715,Aqua,MODIS,81,6.0NRT,300,128.7,D
-28.701,-61.453,327.1,3.6,1.8,2020-09-16,1715,Aqua,MODIS,80,6.0NRT,300.1,117.6,D
-28.483,-61.373,313.5,3.5,1.8,2020-09-16,1715,Aqua,MODIS,38,6.0NRT,301.9,28.5,D
-28.486,-61.41,321.8,3.5,1.8,2020-09-16,1715,Aqua,MODIS,74,6.0NRT,303.6,73.6,D
-29.023,-61.182,315.8,3.4,1.7,2020-09-16,1715,Aqua,MODIS,61,6.0NRT,302.6,43.7,D
-28.964,-60.803,313.5,3.2,1.7,2020-09-16,1715,Aqua,MODIS,58,6.0NRT,299.2,35.7,D
-28.948,-60.804,310.9,3.2,1.7,2020-09-16,1715,Aqua,MODIS,36,6.0NRT,298.9,22.6,D
-33.359,-59.575,333.2,3,1.6,2020-09-16,1715,Aqua,MODIS,0,6.0NRT,303,129.8,D
-33.356,-59.542,321.5,3,1.6,2020-09-16,1715,Aqua,MODIS,63,6.0NRT,299.6,62.1,D
-33.733,-58.771,309.1,2.7,1.6,2020-09-16,1715,Aqua,MODIS,32,6.0NRT,293.7,21.1,D
-33.738,-58.795,306.7,2.7,1.6,2020-09-16,1715,Aqua,MODIS,26,6.0NRT,294.4,14.3,D
-33.736,-58.766,307.5,2.7,1.6,2020-09-16,1715,Aqua,MODIS,40,6.0NRT,293.8,18.2,D
-34.006,-58.816,309.2,2.7,1.6,2020-09-16,1715,Aqua,MODIS,50,6.0NRT,293.2,26.9,D
-34.003,-58.787,309.1,2.7,1.6,2020-09-16,1715,Aqua,MODIS,41,6.0NRT,294.8,27.1,D
-34.009,-58.809,313.1,2.7,1.6,2020-09-16,1715,Aqua,MODIS,70,6.0NRT,293.7,40.6,D
-35.968,-58.184,309.8,2.6,1.5,2020-09-16,1715,Aqua,MODIS,66,6.0NRT,295.6,23.7,D
-25.288,-63.222,320.9,4.4,1.9,2020-09-16,1715,Aqua,MODIS,49,6.0NRT,303.9,78.3,D
-25.288,-63.217,319.9,4.4,1.9,2020-09-16,1715,Aqua,MODIS,57,6.0NRT,303.7,73.8,D
-25.527,-63.321,319.1,4.5,1.9,2020-09-16,1715,Aqua,MODIS,69,6.0NRT,302.2,73.7,D
-25.632,-61.606,357.6,3.4,1.7,2020-09-16,1715,Aqua,MODIS,99,6.0NRT,299,430.9,D
-25.63,-61.572,334.4,3.4,1.7,2020-09-16,1715,Aqua,MODIS,87,6.0NRT,298.6,161.7,D
-25.648,-61.604,351,3.4,1.7,2020-09-16,1715,Aqua,MODIS,96,6.0NRT,300.9,338.7,D
-25.645,-61.57,349.2,3.4,1.7,2020-09-16,1715,Aqua,MODIS,95,6.0NRT,300.2,311.9,D
-25.664,-61.603,314,3.4,1.7,2020-09-16,1715,Aqua,MODIS,44,6.0NRT,298.8,34.4,D
-25.661,-61.569,337.2,3.4,1.7,2020-09-16,1715,Aqua,MODIS,88,6.0NRT,298.9,187.2,D
-25.642,-61.6,375,3.4,1.7,2020-09-16,1715,Aqua,MODIS,100,6.0NRT,302,749.3,D
-25.639,-61.566,334.7,3.4,1.7,2020-09-16,1715,Aqua,MODIS,87,6.0NRT,299.9,163.4,D
-25.657,-61.599,345.3,3.4,1.7,2020-09-16,1715,Aqua,MODIS,93,6.0NRT,299.9,273.1,D
-25.655,-61.565,351.7,3.4,1.7,2020-09-16,1715,Aqua,MODIS,96,6.0NRT,299.5,344.6,D
-26.074,-62.468,317.3,3.9,1.8,2020-09-16,1715,Aqua,MODIS,68,6.0NRT,302.4,54,D
-26.111,-61.397,326.8,3.3,1.7,2020-09-16,1715,Aqua,MODIS,80,6.0NRT,301.5,90.5,D
-26.108,-61.364,393.4,3.3,1.7,2020-09-16,1715,Aqua,MODIS,100,6.0NRT,308.1,1175.9,D
-26.106,-61.33,316.6,3.3,1.7,2020-09-16,1715,Aqua,MODIS,37,6.0NRT,299.6,36.8,D
-26.106,-61.39,351.4,3.3,1.7,2020-09-16,1715,Aqua,MODIS,90,6.0NRT,302.4,325.8,D
-26.104,-61.357,380.2,3.3,1.7,2020-09-16,1715,Aqua,MODIS,87,6.0NRT,304.7,828.1,D
-26.122,-61.388,317.2,3.3,1.7,2020-09-16,1715,Aqua,MODIS,63,6.0NRT,301.6,39,D
-26.124,-60.841,312.9,3,1.7,2020-09-16,1715,Aqua,MODIS,48,6.0NRT,295.7,26.9,D
-28.4,-61.096,317.3,3.4,1.7,2020-09-16,1715,Aqua,MODIS,67,6.0NRT,300,48.7,D
-28.482,-62.666,313.7,4.3,1.9,2020-09-16,1715,Aqua,MODIS,57,6.0NRT,300.2,51.9,D
-28.403,-61.068,311.2,3.3,1.7,2020-09-16,1715,Aqua,MODIS,19,6.0NRT,299.4,20.9,D
-29.001,-61.829,321.2,3.8,1.8,2020-09-16,1715,Aqua,MODIS,74,6.0NRT,302.8,75.9,D
-28.985,-61.83,327.2,3.8,1.8,2020-09-16,1715,Aqua,MODIS,80,6.0NRT,302,120.5,D
-28.987,-61.87,317.5,3.8,1.8,2020-09-16,1715,Aqua,MODIS,58,6.0NRT,300.7,50.4,D
-28.952,-60.811,314.8,3.2,1.7,2020-09-16,1715,Aqua,MODIS,60,6.0NRT,299,38.2,D
-28.996,-61.837,336.5,3.8,1.8,2020-09-16,1715,Aqua,MODIS,87,6.0NRT,303.2,210.1,D
-28.875,-61.275,316.2,3.5,1.8,2020-09-16,1715,Aqua,MODIS,65,6.0NRT,301.1,44.9,D
-39.436,-64.212,306.4,2.2,1.4,2020-09-16,1850,Aqua,MODIS,53,6.0NRT,294.7,11.4,D
-38.739,-66.078,308.9,1.8,1.3,2020-09-16,1850,Aqua,MODIS,48,6.0NRT,297.1,8.8,D
-35.329,-68.255,315.4,1.6,1.3,2020-09-16,1850,Aqua,MODIS,51,6.0NRT,302.1,10.6,D
-40.109,-64.652,319.5,2,1.4,2020-09-16,1850,Aqua,MODIS,78,6.0NRT,297.1,35.3,D
-40.109,-64.657,316.4,2,1.4,2020-09-16,1850,Aqua,MODIS,74,6.0NRT,297.1,29.3,D
-33.072,-65.799,364.6,2.6,1.5,2020-09-16,1855,Aqua,MODIS,100,6.0NRT,303.1,362.5,D
-33.053,-65.775,322.2,2.6,1.6,2020-09-16,1855,Aqua,MODIS,55,6.0NRT,294.3,53.1,D
-33.059,-65.803,364,2.6,1.5,2020-09-16,1855,Aqua,MODIS,100,6.0NRT,302.6,361.3,D
-33.039,-65.78,341.2,2.6,1.6,2020-09-16,1855,Aqua,MODIS,90,6.0NRT,295.7,159.4,D
-33.045,-65.808,326.5,2.6,1.5,2020-09-16,1855,Aqua,MODIS,77,6.0NRT,297.7,71.6,D
-31.619,-62.271,317.9,4.7,2,2020-09-16,1855,Aqua,MODIS,67,6.0NRT,300.1,87.2,D
-31.632,-62.319,316.3,4.7,2,2020-09-16,1855,Aqua,MODIS,63,6.0NRT,300.6,70.9,D
-31.621,-62.279,321,4.7,2,2020-09-16,1855,Aqua,MODIS,72,6.0NRT,300.2,107.2,D
-27.41,-65.218,316.2,3.9,1.8,2020-09-16,1855,Aqua,MODIS,23,6.0NRT,302.4,41.7,D
-27.419,-65.257,319.2,3.9,1.8,2020-09-16,1855,Aqua,MODIS,61,6.0NRT,301.7,57.8,D
-27.404,-65.228,321.2,3.9,1.8,2020-09-16,1855,Aqua,MODIS,75,6.0NRT,301.9,80.8,D
-27.413,-65.267,316.5,3.9,1.8,2020-09-16,1855,Aqua,MODIS,68,6.0NRT,301.4,45.2,D
-27.002,-65.418,321.9,3.9,1.8,2020-09-16,1855,Aqua,MODIS,64,6.0NRT,301.1,78.4,D
-26.68,-64.097,321.1,4.8,2,2020-09-16,1855,Aqua,MODIS,73,6.0NRT,301.4,120.8,D
-33.12,-65.864,316.9,2.6,1.5,2020-09-16,1855,Aqua,MODIS,57,6.0NRT,301.7,28.1,D
-33.076,-65.792,359.5,2.6,1.5,2020-09-16,1855,Aqua,MODIS,99,6.0NRT,302.8,306.5,D
-33.149,-65.797,317.2,2.6,1.5,2020-09-16,1855,Aqua,MODIS,59,6.0NRT,302.3,28.3,D
-33.062,-65.797,374.9,2.6,1.5,2020-09-16,1855,Aqua,MODIS,100,6.0NRT,302.9,503.3,D
-33.042,-65.774,336.7,2.6,1.6,2020-09-16,1855,Aqua,MODIS,85,6.0NRT,295.4,125.5,D
-33.048,-65.801,338.3,2.6,1.5,2020-09-16,1855,Aqua,MODIS,88,6.0NRT,298.2,131.4,D
-33.066,-65.771,332.6,2.6,1.6,2020-09-16,1855,Aqua,MODIS,72,6.0NRT,294.4,97,D
-26.832,-59.641,383.8,1,1,2020-09-17,0240,Terra,MODIS,100,6.0NRT,299.6,171.9,N
-23.77,-64.328,318.7,1.5,1.2,2020-09-17,0240,Terra,MODIS,97,6.0NRT,289.3,30.9,N
-23.781,-64.327,341.1,1.5,1.2,2020-09-17,0240,Terra,MODIS,100,6.0NRT,290.2,80.7,N
-23.779,-64.312,328.5,1.5,1.2,2020-09-17,0240,Terra,MODIS,100,6.0NRT,289.4,49.2,N
-24.967,-64.021,321.1,1.4,1.2,2020-09-17,0240,Terra,MODIS,100,6.0NRT,287.5,36.6,N
-24.966,-64.007,300.5,1.4,1.2,2020-09-17,0240,Terra,MODIS,28,6.0NRT,286.3,10.2,N
-24.981,-63.256,304,1.3,1.1,2020-09-17,0240,Terra,MODIS,58,6.0NRT,286.8,11.5,N
-25.462,-63.383,310.3,1.3,1.1,2020-09-17,0240,Terra,MODIS,80,6.0NRT,287.2,17.5,N
-25.471,-63.368,308.9,1.3,1.1,2020-09-17,0240,Terra,MODIS,76,6.0NRT,286.9,17.1,N
-25.627,-61.59,317.2,1.1,1,2020-09-17,0240,Terra,MODIS,95,6.0NRT,287.3,19.8,N
-25.626,-61.579,300.3,1.1,1,2020-09-17,0240,Terra,MODIS,14,6.0NRT,283.9,6.3,N
-25.637,-61.588,319.6,1.1,1,2020-09-17,0240,Terra,MODIS,84,6.0NRT,285.3,21.6,N
-25.645,-61.576,328,1.1,1,2020-09-17,0240,Terra,MODIS,100,6.0NRT,283.5,31.8,N
-25.643,-61.565,318.6,1.1,1,2020-09-17,0240,Terra,MODIS,81,6.0NRT,283.5,20.7,N
-25.654,-61.575,307.4,1.1,1,2020-09-17,0240,Terra,MODIS,71,6.0NRT,276.5,11.5,N
-26.1,-61.367,302.9,1.1,1,2020-09-17,0240,Terra,MODIS,44,6.0NRT,284.6,8.6,N
-26.109,-61.365,321.2,1.1,1,2020-09-17,0240,Terra,MODIS,100,6.0NRT,285.7,24.7,N
-26.108,-61.354,302.3,1.1,1,2020-09-17,0240,Terra,MODIS,19,6.0NRT,285.2,8.1,N
-26.38,-62.318,304.7,1.2,1.1,2020-09-17,0240,Terra,MODIS,61,6.0NRT,282.5,12.3,N
-26.669,-64.087,307.1,1.5,1.2,2020-09-17,0240,Terra,MODIS,70,6.0NRT,285.1,18.5,N
-26.905,-62.969,306.5,1.3,1.1,2020-09-17,0240,Terra,MODIS,68,6.0NRT,284.9,14.8,N
