latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-29.052,-58.97,314.1,2.2,1.4,2020-09-22,1815,Aqua,MODIS,55,6.0NRT,300.9,16.5,D
-29.047,-58.947,313.4,2.2,1.5,2020-09-22,1815,Aqua,MODIS,44,6.0NRT,302.5,15.6,D
-29.74,-62.546,321.5,1.3,1.1,2020-09-22,1815,Aqua,MODIS,61,6.0NRT,304.9,13.3,D
-29.738,-62.532,325.2,1.3,1.1,2020-09-22,1815,Aqua,MODIS,74,6.0NRT,306.8,20,D
-29.368,-60.505,319.3,1.7,1.3,2020-09-22,1815,Aqua,MODIS,67,6.0NRT,302.4,23.1,D
-29.365,-60.487,319.6,1.7,1.3,2020-09-22,1815,Aqua,MODIS,67,6.0NRT,303,24.4,D
-30.915,-60.095,318,1.7,1.3,2020-09-22,1815,Aqua,MODIS,69,6.0NRT,299.7,20.1,D
-30.912,-60.077,324.5,1.7,1.3,2020-09-22,1815,Aqua,MODIS,78,6.0NRT,300.1,34.4,D
-30.999,-60.359,319,1.6,1.3,2020-09-22,1815,Aqua,MODIS,70,6.0NRT,301.2,20.6,D
-30.6,-58.36,310.8,2.3,1.5,2020-09-22,1815,Aqua,MODIS,52,6.0NRT,299.6,16.1,D
-31.01,-60.356,316.4,1.6,1.3,2020-09-22,1815,Aqua,MODIS,65,6.0NRT,300.8,15.6,D
-31.087,-60.389,321.4,1.6,1.3,2020-09-22,1815,Aqua,MODIS,74,6.0NRT,300.6,25,D
-31.087,-60.401,315.6,1.6,1.3,2020-09-22,1815,Aqua,MODIS,63,6.0NRT,300,15.5,D
-31.084,-60.384,314.1,1.6,1.3,2020-09-22,1815,Aqua,MODIS,59,6.0NRT,300.7,13.1,D
-31.105,-60.432,314.1,1.6,1.3,2020-09-22,1815,Aqua,MODIS,55,6.0NRT,301.5,14.2,D
-30.961,-59.686,324.1,1.8,1.3,2020-09-22,1815,Aqua,MODIS,78,6.0NRT,301.8,37.9,D
-31.505,-62.531,377.8,1.2,1.1,2020-09-22,1815,Aqua,MODIS,100,6.0NRT,311.5,180.1,D
-31.503,-62.518,366,1.2,1.1,2020-09-22,1815,Aqua,MODIS,100,6.0NRT,309.1,125.5,D
-31.069,-59.929,313.9,1.7,1.3,2020-09-22,1815,Aqua,MODIS,40,6.0NRT,302.2,11.9,D
-31.03,-59.727,311.2,1.8,1.3,2020-09-22,1815,Aqua,MODIS,53,6.0NRT,298.9,13.2,D
-31.242,-60.599,314.7,1.6,1.2,2020-09-22,1815,Aqua,MODIS,60,6.0NRT,301.6,12.9,D
-31.137,-59.923,321,1.7,1.3,2020-09-22,1815,Aqua,MODIS,56,6.0NRT,306.7,26.1,D
-31.219,-60.289,314,1.6,1.3,2020-09-22,1815,Aqua,MODIS,60,6.0NRT,301.8,11.4,D
-31.254,-60.238,321.1,1.7,1.3,2020-09-22,1815,Aqua,MODIS,52,6.0NRT,303.1,22.5,D
-31.252,-60.166,319.2,1.7,1.3,2020-09-22,1815,Aqua,MODIS,0,6.0NRT,301,20.1,D
-31.276,-60.232,357.5,1.7,1.3,2020-09-22,1815,Aqua,MODIS,86,6.0NRT,305.7,148.1,D
-31.24,-60.041,319.2,1.7,1.3,2020-09-22,1815,Aqua,MODIS,0,6.0NRT,303.5,22.6,D
-31.321,-60.159,321.2,1.7,1.3,2020-09-22,1815,Aqua,MODIS,53,6.0NRT,303.3,25.7,D
-32.769,-68.606,328.1,1.2,1.1,2020-09-22,1815,Aqua,MODIS,76,6.0NRT,304.8,18.4,D
-31.631,-60.875,316.7,1.5,1.2,2020-09-22,1815,Aqua,MODIS,64,6.0NRT,302.3,12.9,D
-27.531,-65.289,323.7,1.1,1,2020-09-22,1820,Aqua,MODIS,63,6.0NRT,309,10.5,D
-27.028,-64.626,339.3,1.1,1.1,2020-09-22,1820,Aqua,MODIS,87,6.0NRT,308.4,35.7,D
-27.154,-65.421,330.1,1.1,1,2020-09-22,1820,Aqua,MODIS,78,6.0NRT,313.4,14.2,D
-25.729,-57.827,331.9,3.2,1.7,2020-09-22,1820,Aqua,MODIS,56,6.0NRT,308.2,98.7,D
-26.733,-62.937,381,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,316,232.9,D
-26.735,-62.95,428.2,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,324.6,727.7,D
-26.738,-62.964,322.3,1.4,1.2,2020-09-22,1820,Aqua,MODIS,46,6.0NRT,305.6,10.5,D
-27.137,-65.37,328.3,1.1,1,2020-09-22,1820,Aqua,MODIS,76,6.0NRT,314.6,10,D
-26.723,-62.939,370.5,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,319.8,166.4,D
-26.725,-62.953,415.4,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,326,548.9,D
-26.727,-62.929,338.3,1.4,1.2,2020-09-22,1820,Aqua,MODIS,77,6.0NRT,308.9,45.2,D
-26.729,-62.943,391.1,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,325,305.2,D
-26.731,-62.957,367.2,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,316.3,146.1,D
-25.708,-57.635,325.5,3.3,1.7,2020-09-22,1820,Aqua,MODIS,52,6.0NRT,314.6,61,D
-26.719,-62.945,380.3,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,321.5,226.4,D
-26.721,-62.959,407.4,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,325.7,457,D
-26.708,-62.947,330.7,1.4,1.2,2020-09-22,1820,Aqua,MODIS,78,6.0NRT,311.4,29.9,D
-25.712,-57.803,326.1,3.2,1.7,2020-09-22,1820,Aqua,MODIS,64,6.0NRT,309.5,69.3,D
-25.718,-57.835,327.1,3.2,1.7,2020-09-22,1820,Aqua,MODIS,75,6.0NRT,308.9,74.6,D
-25.772,-58.237,330.3,3,1.6,2020-09-22,1820,Aqua,MODIS,79,6.0NRT,309.8,85.1,D
-25.778,-58.266,335.9,3,1.6,2020-09-22,1820,Aqua,MODIS,85,6.0NRT,309.7,123.1,D
-26.982,-64.906,325.8,1.1,1,2020-09-22,1820,Aqua,MODIS,72,6.0NRT,310.3,12.7,D
-26.972,-64.907,333.9,1.1,1,2020-09-22,1820,Aqua,MODIS,82,6.0NRT,311.4,23.5,D
-27.967,-62.681,321.8,1.4,1.2,2020-09-22,1820,Aqua,MODIS,62,6.0NRT,306.9,16.2,D
-27.1,-58.449,324.3,2.7,1.6,2020-09-22,1820,Aqua,MODIS,72,6.0NRT,309.7,40.9,D
-27.106,-58.476,321.9,2.7,1.6,2020-09-22,1820,Aqua,MODIS,67,6.0NRT,309.6,30.3,D
-27.139,-58.633,318.6,2.6,1.6,2020-09-22,1820,Aqua,MODIS,0,6.0NRT,306.8,29.5,D
-27.196,-58.912,319.9,2.5,1.5,2020-09-22,1820,Aqua,MODIS,62,6.0NRT,309.5,25.4,D
-28.08,-63.834,325,1.2,1.1,2020-09-22,1820,Aqua,MODIS,60,6.0NRT,312.8,10.7,D
-27.096,-58.457,328.9,2.7,1.6,2020-09-22,1820,Aqua,MODIS,78,6.0NRT,310.3,61.2,D
-27.655,-61.567,322.9,1.6,1.2,2020-09-22,1820,Aqua,MODIS,58,6.0NRT,305.4,19.7,D
-27.658,-61.583,334.7,1.6,1.2,2020-09-22,1820,Aqua,MODIS,72,6.0NRT,306.1,47.4,D
-27.644,-61.57,323.7,1.6,1.2,2020-09-22,1820,Aqua,MODIS,66,6.0NRT,307.1,21.7,D
-27.647,-61.586,336,1.6,1.2,2020-09-22,1820,Aqua,MODIS,84,6.0NRT,308.2,52.1,D
-27.95,-63.374,323.6,1.2,1.1,2020-09-22,1820,Aqua,MODIS,60,6.0NRT,309.5,13.9,D
-27.954,-63.399,331.4,1.2,1.1,2020-09-22,1820,Aqua,MODIS,76,6.0NRT,307.6,26,D
-27.938,-63.363,395.3,1.3,1.1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,317.5,295.4,D
-27.94,-63.376,450.7,1.2,1.1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,340,978.8,D
-27.942,-63.388,366,1.2,1.1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,316,123.3,D
-27.928,-63.365,459.6,1.3,1.1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,330.4,1152.2,D
-27.93,-63.378,474,1.2,1.1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,400.1,1471.3,D
-27.932,-63.391,336.7,1.2,1.1,2020-09-22,1820,Aqua,MODIS,68,6.0NRT,311.8,32.3,D
-27.918,-63.367,324.1,1.3,1.1,2020-09-22,1820,Aqua,MODIS,68,6.0NRT,307.3,15,D
-27.92,-63.38,324.6,1.2,1.1,2020-09-22,1820,Aqua,MODIS,70,6.0NRT,307.1,14.7,D
-27.1,-59.001,320,2.5,1.5,2020-09-22,1820,Aqua,MODIS,58,6.0NRT,309.1,28.3,D
-28.075,-64.575,331.2,1.1,1,2020-09-22,1820,Aqua,MODIS,80,6.0NRT,309.1,22,D
-27.866,-63.423,324.3,1.2,1.1,2020-09-22,1820,Aqua,MODIS,69,6.0NRT,307.4,16.5,D
-28.047,-64.523,327.7,1.1,1,2020-09-22,1820,Aqua,MODIS,76,6.0NRT,310.8,16.9,D
-27.856,-63.426,322.7,1.2,1.1,2020-09-22,1820,Aqua,MODIS,50,6.0NRT,309.7,14,D
-26.985,-58.927,332.4,2.5,1.5,2020-09-22,1820,Aqua,MODIS,82,6.0NRT,311,77.8,D
-26.99,-58.952,335.2,2.5,1.5,2020-09-22,1820,Aqua,MODIS,84,6.0NRT,309.8,94.7,D
-26.873,-58.465,331.5,2.7,1.6,2020-09-22,1820,Aqua,MODIS,70,6.0NRT,308.6,92,D
-26.879,-58.492,321.9,2.7,1.6,2020-09-22,1820,Aqua,MODIS,58,6.0NRT,305.2,39,D
-26.979,-58.936,338.5,2.5,1.5,2020-09-22,1820,Aqua,MODIS,87,6.0NRT,310.1,116.7,D
-26.984,-58.961,325.5,2.5,1.5,2020-09-22,1820,Aqua,MODIS,73,6.0NRT,309.1,51.8,D
-26.87,-58.473,334.3,2.7,1.6,2020-09-22,1820,Aqua,MODIS,73,6.0NRT,308.6,108.8,D
-26.875,-58.5,316.6,2.7,1.6,2020-09-22,1820,Aqua,MODIS,45,6.0NRT,304.4,19.4,D
-26.99,-59.063,320.7,2.5,1.5,2020-09-22,1820,Aqua,MODIS,53,6.0NRT,308.8,31.2,D
-26.787,-58.145,321,2.9,1.6,2020-09-22,1820,Aqua,MODIS,53,6.0NRT,307,41.8,D
-27.603,-62.372,352.7,1.4,1.2,2020-09-22,1820,Aqua,MODIS,96,6.0NRT,310.8,95.6,D
-26.802,-58.434,321.2,2.7,1.6,2020-09-22,1820,Aqua,MODIS,60,6.0NRT,307.7,37.8,D
-27.589,-62.48,325.7,1.4,1.2,2020-09-22,1820,Aqua,MODIS,71,6.0NRT,312.8,17.8,D
-27.282,-60.881,326.4,1.8,1.3,2020-09-22,1820,Aqua,MODIS,73,6.0NRT,310.6,31.8,D
-27.285,-60.9,322.7,1.8,1.3,2020-09-22,1820,Aqua,MODIS,65,6.0NRT,309.3,21.3,D
-27.289,-60.885,326.5,1.8,1.3,2020-09-22,1820,Aqua,MODIS,73,6.0NRT,309.5,31.7,D
-27.785,-63.922,324,1.2,1.1,2020-09-22,1820,Aqua,MODIS,68,6.0NRT,312.1,12,D
-27.232,-60.841,320.8,1.8,1.3,2020-09-22,1820,Aqua,MODIS,60,6.0NRT,308.8,16.2,D
-27.777,-64.058,342.9,1.2,1.1,2020-09-22,1820,Aqua,MODIS,90,6.0NRT,310.8,46,D
-27.779,-64.07,329.2,1.2,1.1,2020-09-22,1820,Aqua,MODIS,77,6.0NRT,307.5,20.1,D
-27.942,-65.209,322.5,1.1,1,2020-09-22,1820,Aqua,MODIS,62,6.0NRT,308.4,7.5,D
-27.944,-65.22,321.8,1.1,1,2020-09-22,1820,Aqua,MODIS,59,6.0NRT,309.1,6.9,D
-26.671,-58.337,320.6,2.8,1.6,2020-09-22,1820,Aqua,MODIS,60,6.0NRT,308.8,38.2,D
-27.825,-64.691,321.9,1.1,1,2020-09-22,1820,Aqua,MODIS,64,6.0NRT,310.7,9.1,D
-27.509,-62.9,324.4,1.3,1.1,2020-09-22,1820,Aqua,MODIS,68,6.0NRT,306,18.4,D
-27.455,-62.713,327,1.4,1.2,2020-09-22,1820,Aqua,MODIS,65,6.0NRT,307.4,22.6,D
-26.757,-59.11,318.4,2.5,1.5,2020-09-22,1820,Aqua,MODIS,54,6.0NRT,308.4,22,D
-27.43,-62.631,329.6,1.4,1.2,2020-09-22,1820,Aqua,MODIS,77,6.0NRT,308.1,27.1,D
-27.707,-64.26,339.5,1.1,1.1,2020-09-22,1820,Aqua,MODIS,87,6.0NRT,310.9,37.3,D
-27.709,-64.271,333.7,1.1,1.1,2020-09-22,1820,Aqua,MODIS,82,6.0NRT,308.9,26.5,D
-27.686,-64.193,354.4,1.2,1.1,2020-09-22,1820,Aqua,MODIS,97,6.0NRT,309.2,73.7,D
-27.688,-64.204,350.1,1.1,1.1,2020-09-22,1820,Aqua,MODIS,94,6.0NRT,310.2,61.9,D
-27.828,-65.073,340.6,1.1,1,2020-09-22,1820,Aqua,MODIS,88,6.0NRT,309.5,35.7,D
-27.829,-65.084,339.1,1.1,1,2020-09-22,1820,Aqua,MODIS,86,6.0NRT,311.8,32.9,D
-27.879,-65.403,425.4,1,1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,317.1,457,D
-27.881,-65.413,376.7,1,1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,308.7,136.4,D
-27.132,-61.428,318,1.7,1.3,2020-09-22,1820,Aqua,MODIS,19,6.0NRT,307.7,11.7,D
-27.465,-63.418,360.4,1.3,1.1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,310.6,108.1,D
-27.467,-63.43,345.7,1.3,1.1,2020-09-22,1820,Aqua,MODIS,92,6.0NRT,306,60.9,D
-27.61,-64.286,361.5,1.1,1.1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,310.2,96.8,D
-24.617,-60.657,322.9,2.1,1.4,2020-09-22,1820,Aqua,MODIS,56,6.0NRT,311,31.1,D
-24.784,-61.551,337.6,1.8,1.3,2020-09-22,1820,Aqua,MODIS,86,6.0NRT,309.2,75.7,D
-24.788,-61.569,331.5,1.8,1.3,2020-09-22,1820,Aqua,MODIS,81,6.0NRT,311.2,53.9,D
-25.05,-63.04,362.2,1.5,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,311.6,137.7,D
-25.052,-63.055,374.3,1.5,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,313,203.1,D
-25.039,-63.043,347.3,1.5,1.2,2020-09-22,1820,Aqua,MODIS,93,6.0NRT,314.1,73.1,D
-25.042,-63.057,360.5,1.5,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,317.9,124.5,D
-25.044,-63.071,375.3,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,318,205.7,D
-25.047,-63.085,328.9,1.4,1.2,2020-09-22,1820,Aqua,MODIS,69,6.0NRT,312.3,20.4,D
-25.034,-63.073,332.8,1.4,1.2,2020-09-22,1820,Aqua,MODIS,57,6.0NRT,312,25.5,D
-25.02,-63.062,351.9,1.5,1.2,2020-09-22,1820,Aqua,MODIS,96,6.0NRT,314.6,87,D
-25.01,-63.064,345.2,1.5,1.2,2020-09-22,1820,Aqua,MODIS,92,6.0NRT,312.2,65.1,D
-25.012,-63.078,326.7,1.4,1.2,2020-09-22,1820,Aqua,MODIS,44,6.0NRT,312.7,15.7,D
-25.142,-64.076,336,1.3,1.1,2020-09-22,1820,Aqua,MODIS,85,6.0NRT,308.4,36.3,D
-24.369,-59.854,341.1,2.5,1.5,2020-09-22,1820,Aqua,MODIS,90,6.0NRT,305.5,128,D
-24.373,-59.878,341.7,2.5,1.5,2020-09-22,1820,Aqua,MODIS,90,6.0NRT,308.4,131.6,D
-24.99,-63.236,426.9,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,325.4,736.1,D
-24.993,-63.25,431.6,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,331.9,810.3,D
-24.355,-59.858,324.9,2.5,1.5,2020-09-22,1820,Aqua,MODIS,75,6.0NRT,306.7,48.1,D
-24.36,-59.882,331.1,2.5,1.5,2020-09-22,1820,Aqua,MODIS,82,6.0NRT,311.1,76.7,D
-24.144,-59.87,324.2,2.5,1.5,2020-09-22,1820,Aqua,MODIS,72,6.0NRT,302.4,51.5,D
-24.131,-59.873,324.1,2.5,1.5,2020-09-22,1820,Aqua,MODIS,73,6.0NRT,303.6,50.6,D
-24.262,-60.605,315.5,2.2,1.4,2020-09-22,1820,Aqua,MODIS,50,6.0NRT,303,20.8,D
-24.291,-60.753,387.9,2.1,1.4,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,311.8,543.4,D
-24.295,-60.774,328.7,2.1,1.4,2020-09-22,1820,Aqua,MODIS,58,6.0NRT,307.6,48.9,D
-24.278,-60.756,326,2.1,1.4,2020-09-22,1820,Aqua,MODIS,74,6.0NRT,306.4,44,D
-27.456,-63.426,321.8,1.3,1.1,2020-09-22,1820,Aqua,MODIS,33,6.0NRT,304.5,11,D
-27.444,-63.416,362.1,1.3,1.1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,311.1,113.7,D
-27.446,-63.429,428,1.3,1.1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,325.7,639.3,D
-27.448,-63.441,406.3,1.3,1.1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,325.5,395.9,D
-27.535,-63.969,320,1.2,1.1,2020-09-22,1820,Aqua,MODIS,49,6.0NRT,309.2,8,D
-27.537,-63.981,343.5,1.2,1.1,2020-09-22,1820,Aqua,MODIS,90,6.0NRT,315,48.3,D
-27.556,-64.099,376.5,1.2,1.1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,315.9,158.1,D
-27.558,-64.111,345.6,1.2,1.1,2020-09-22,1820,Aqua,MODIS,92,6.0NRT,312.9,50.8,D
-27.757,-65.374,369.1,1,1,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,312.3,108.8,D
-27.758,-65.385,335.1,1,1,2020-09-22,1820,Aqua,MODIS,82,6.0NRT,306.2,26.6,D
-27.366,-63.014,323.3,1.3,1.1,2020-09-22,1820,Aqua,MODIS,43,6.0NRT,308.8,12.3,D
-27.436,-63.431,355.7,1.3,1.1,2020-09-22,1820,Aqua,MODIS,97,6.0NRT,313.3,89.9,D
-27.438,-63.443,335.6,1.3,1.1,2020-09-22,1820,Aqua,MODIS,84,6.0NRT,309,35.2,D
-27.746,-65.365,326.5,1,1,2020-09-22,1820,Aqua,MODIS,60,6.0NRT,306.6,15.3,D
-27.747,-65.376,348.4,1,1,2020-09-22,1820,Aqua,MODIS,93,6.0NRT,311.3,53.1,D
-27.544,-64.15,324.7,1.2,1.1,2020-09-22,1820,Aqua,MODIS,70,6.0NRT,307.2,13.7,D
-27.535,-64.152,356.3,1.2,1.1,2020-09-22,1820,Aqua,MODIS,98,6.0NRT,308.9,81.2,D
-27.554,-64.268,335.4,1.1,1.1,2020-09-22,1820,Aqua,MODIS,84,6.0NRT,308.3,30.4,D
-27.349,-63.1,325.3,1.3,1.1,2020-09-22,1820,Aqua,MODIS,70,6.0NRT,310.4,18.1,D
-27.533,-64.261,355.6,1.1,1.1,2020-09-22,1820,Aqua,MODIS,97,6.0NRT,309.5,77,D
-27.625,-64.835,326.7,1.1,1,2020-09-22,1820,Aqua,MODIS,73,6.0NRT,312,12.9,D
-26.467,-58.604,329.2,2.7,1.6,2020-09-22,1820,Aqua,MODIS,78,6.0NRT,305.8,76.7,D
-27.498,-64.111,331.9,1.2,1.1,2020-09-22,1820,Aqua,MODIS,80,6.0NRT,306.9,25.3,D
-27.5,-64.123,326.2,1.2,1.1,2020-09-22,1820,Aqua,MODIS,72,6.0NRT,310.1,17.3,D
-26.614,-59.386,333,2.4,1.5,2020-09-22,1820,Aqua,MODIS,77,6.0NRT,310.3,69.3,D
-26.619,-59.41,321.9,2.4,1.5,2020-09-22,1820,Aqua,MODIS,36,6.0NRT,308.8,24.9,D
-27.5,-64.184,352,1.2,1.1,2020-09-22,1820,Aqua,MODIS,95,6.0NRT,313.4,63.5,D
-27.502,-64.195,348.9,1.2,1.1,2020-09-22,1820,Aqua,MODIS,94,6.0NRT,315,55.3,D
-27.491,-64.186,346.2,1.2,1.1,2020-09-22,1820,Aqua,MODIS,92,6.0NRT,316.5,50,D
-27.487,-64.18,329.1,1.2,1.1,2020-09-22,1820,Aqua,MODIS,77,6.0NRT,312.1,19.1,D
-26.46,-58.583,318.3,2.7,1.6,2020-09-22,1820,Aqua,MODIS,26,6.0NRT,305.7,25.3,D
-26.465,-58.61,324.1,2.7,1.6,2020-09-22,1820,Aqua,MODIS,67,6.0NRT,305.5,51.1,D
-26.608,-59.393,323.8,2.4,1.5,2020-09-22,1820,Aqua,MODIS,52,6.0NRT,310.2,31.1,D
-27.678,-65.579,323.6,1,1,2020-09-22,1820,Aqua,MODIS,53,6.0NRT,309.6,8.4,D
-27.679,-65.59,330.9,1,1,2020-09-22,1820,Aqua,MODIS,76,6.0NRT,308.8,17.9,D
-26.641,-59.838,374.7,2.2,1.4,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,311,388.3,D
-26.645,-59.86,373.6,2.2,1.4,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,305.6,375.9,D
-26.628,-59.841,364.6,2.2,1.4,2020-09-22,1820,Aqua,MODIS,94,6.0NRT,317.8,278.6,D
-26.633,-59.863,354,2.2,1.4,2020-09-22,1820,Aqua,MODIS,91,6.0NRT,312.4,190.9,D
-26.62,-59.866,349.4,2.2,1.4,2020-09-22,1820,Aqua,MODIS,89,6.0NRT,313.2,155.7,D
-27.624,-65.536,326.8,1,1,2020-09-22,1820,Aqua,MODIS,67,6.0NRT,308.9,10.5,D
-27.625,-65.546,359.3,1,1,2020-09-22,1820,Aqua,MODIS,99,6.0NRT,316.8,73.4,D
-26.386,-58.61,322,2.7,1.6,2020-09-22,1820,Aqua,MODIS,48,6.0NRT,310.1,30.3,D
-26.626,-59.826,325.8,2.2,1.4,2020-09-22,1820,Aqua,MODIS,36,6.0NRT,310.4,29.8,D
-26.63,-59.848,368.4,2.2,1.4,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,322.2,311.1,D
-27.536,-65.078,325.7,1.1,1,2020-09-22,1820,Aqua,MODIS,0,6.0NRT,307.3,14.8,D
-26.617,-59.851,377.2,2.2,1.4,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,314.7,411.8,D
-26.621,-59.873,328.3,2.2,1.4,2020-09-22,1820,Aqua,MODIS,49,6.0NRT,311.5,45,D
-27.171,-62.957,341.8,1.4,1.2,2020-09-22,1820,Aqua,MODIS,89,6.0NRT,311.8,54.8,D
-27.455,-64.745,322.4,1.1,1,2020-09-22,1820,Aqua,MODIS,65,6.0NRT,311.2,7.3,D
-26.394,-58.939,323.3,2.6,1.5,2020-09-22,1820,Aqua,MODIS,62,6.0NRT,307.9,39.6,D
-27.124,-62.811,343.2,1.4,1.2,2020-09-22,1820,Aqua,MODIS,90,6.0NRT,307.3,61,D
-27.127,-62.825,356.5,1.4,1.2,2020-09-22,1820,Aqua,MODIS,98,6.0NRT,308.3,106.7,D
-27.026,-64.615,325.3,1.1,1.1,2020-09-22,1820,Aqua,MODIS,72,6.0NRT,308,13.1,D
-26.381,-58.943,322.4,2.6,1.5,2020-09-22,1820,Aqua,MODIS,58,6.0NRT,307.7,37.5,D
-27.112,-62.8,335.6,1.4,1.2,2020-09-22,1820,Aqua,MODIS,84,6.0NRT,308.5,40.7,D
-27.114,-62.813,413.6,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,327.4,536.1,D
-27.116,-62.827,385.4,1.4,1.2,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,318.3,266.3,D
-26.413,-59.172,327.1,2.5,1.5,2020-09-22,1820,Aqua,MODIS,75,6.0NRT,308.5,58.4,D
-27.104,-62.816,320.4,1.4,1.2,2020-09-22,1820,Aqua,MODIS,50,6.0NRT,308.3,12.1,D
-27.452,-64.905,326.1,1.1,1,2020-09-22,1820,Aqua,MODIS,72,6.0NRT,310.1,13.9,D
-27.504,-65.239,321.3,1.1,1,2020-09-22,1820,Aqua,MODIS,56,6.0NRT,305.1,10,D
-27.449,-64.95,321,1.1,1,2020-09-22,1820,Aqua,MODIS,46,6.0NRT,308.9,8,D
-27.403,-64.779,327.6,1.1,1,2020-09-22,1820,Aqua,MODIS,75,6.0NRT,312.2,14.6,D
-27.404,-64.79,321.9,1.1,1,2020-09-22,1820,Aqua,MODIS,59,6.0NRT,311.2,7.3,D
-26.603,-60.325,321.5,2.1,1.4,2020-09-22,1820,Aqua,MODIS,62,6.0NRT,309.6,22.3,D
-27.399,-64.966,331.2,1.1,1,2020-09-22,1820,Aqua,MODIS,79,6.0NRT,309.9,19.3,D
-27.429,-65.161,320.9,1.1,1,2020-09-22,1820,Aqua,MODIS,58,6.0NRT,308.7,8.3,D
-27.431,-65.172,322.1,1.1,1,2020-09-22,1820,Aqua,MODIS,62,6.0NRT,308,9.1,D
-27.393,-64.99,322.7,1.1,1,2020-09-22,1820,Aqua,MODIS,56,6.0NRT,310.3,9.1,D
-26.302,-59.074,318.5,2.5,1.5,2020-09-22,1820,Aqua,MODIS,34,6.0NRT,306.7,17.6,D
-26.173,-58.526,357.4,2.8,1.6,2020-09-22,1820,Aqua,MODIS,98,6.0NRT,307.2,307.7,D
-26.179,-58.554,320.4,2.8,1.6,2020-09-22,1820,Aqua,MODIS,52,6.0NRT,304.2,28.7,D
-26.159,-58.53,343.7,2.8,1.6,2020-09-22,1820,Aqua,MODIS,91,6.0NRT,307,174.3,D
-26.165,-58.558,330.8,2.8,1.6,2020-09-22,1820,Aqua,MODIS,79,6.0NRT,307.4,80.3,D
-26.848,-62.025,319.9,1.6,1.2,2020-09-22,1820,Aqua,MODIS,49,6.0NRT,308.8,12.5,D
-27.391,-65.224,342.1,1.1,1,2020-09-22,1820,Aqua,MODIS,89,6.0NRT,310.2,38.8,D
-27.393,-65.234,331.5,1.1,1,2020-09-22,1820,Aqua,MODIS,79,6.0NRT,309,21,D
-26.845,-62.017,321.9,1.6,1.2,2020-09-22,1820,Aqua,MODIS,58,6.0NRT,306.8,15.4,D
-26.165,-58.507,335.7,2.8,1.6,2020-09-22,1820,Aqua,MODIS,84,6.0NRT,306.8,121.6,D
-26.171,-58.535,365.4,2.8,1.6,2020-09-22,1820,Aqua,MODIS,100,6.0NRT,308,406.7,D
-26.176,-58.562,317.1,2.8,1.6,2020-09-22,1820,Aqua,MODIS,23,6.0NRT,305.6,17.3,D
-26.157,-58.539,330,2.8,1.6,2020-09-22,1820,Aqua,MODIS,79,6.0NRT,306.4,82.7,D
-27.417,-65.627,328.7,1,1,2020-09-22,1820,Aqua,MODIS,76,6.0NRT,312.7,12.4,D
-27.419,-65.638,326,1,1,2020-09-22,1820,Aqua,MODIS,71,6.0NRT,312.1,9.7,D
-27.35,-65.249,327,1.1,1,2020-09-22,1820,Aqua,MODIS,56,6.0NRT,310.9,13.7,D
-27.358,-65.303,331.5,1.1,1,2020-09-22,1820,Aqua,MODIS,80,6.0NRT,309.5,18.1,D
-26.5,-60.546,321.1,2,1.4,2020-09-22,1820,Aqua,MODIS,58,6.0NRT,308.6,19.6,D
